02-05 05:33:32 INFO  epoch 0/121, 2000/56954, lr:0.0005, loss:17.293263
02-05 05:33:44 INFO  epoch 0/121, 4000/56954, lr:0.0005, loss:14.511908
02-05 05:33:56 INFO  epoch 0/121, 6000/56954, lr:0.0005, loss:13.123367
02-05 05:34:07 INFO  epoch 0/121, 8000/56954, lr:0.0005, loss:12.260449
02-05 05:34:19 INFO  epoch 0/121, 10000/56954, lr:0.0005, loss:11.644434
02-05 05:34:30 INFO  epoch 0/121, 12000/56954, lr:0.0005, loss:11.170353
02-05 05:34:42 INFO  epoch 0/121, 14000/56954, lr:0.0005, loss:10.788250
02-05 05:34:53 INFO  epoch 0/121, 16000/56954, lr:0.0005, loss:10.471824
02-05 05:35:04 INFO  epoch 0/121, 18000/56954, lr:0.0005, loss:10.197481
02-05 05:35:16 INFO  epoch 0/121, 20000/56954, lr:0.0005, loss:9.958050
02-05 05:35:27 INFO  epoch 0/121, 22000/56954, lr:0.0005, loss:9.746901
02-05 05:35:39 INFO  epoch 0/121, 24000/56954, lr:0.0005, loss:9.555860
02-05 05:35:50 INFO  epoch 0/121, 26000/56954, lr:0.0005, loss:9.383102
02-05 05:36:02 INFO  epoch 0/121, 28000/56954, lr:0.0005, loss:9.222617
02-05 05:36:13 INFO  epoch 0/121, 30000/56954, lr:0.0005, loss:9.074756
02-05 05:36:24 INFO  epoch 0/121, 32000/56954, lr:0.0005, loss:8.937855
02-05 05:36:36 INFO  epoch 0/121, 34000/56954, lr:0.0005, loss:8.809904
02-05 05:36:47 INFO  epoch 0/121, 36000/56954, lr:0.0005, loss:8.688891
02-05 05:36:59 INFO  epoch 0/121, 38000/56954, lr:0.0005, loss:8.575241
02-05 05:37:10 INFO  epoch 0/121, 40000/56954, lr:0.0005, loss:8.467906
02-05 05:37:22 INFO  epoch 0/121, 42000/56954, lr:0.0005, loss:8.365504
02-05 05:37:33 INFO  epoch 0/121, 44000/56954, lr:0.0005, loss:8.269061
02-05 05:37:44 INFO  epoch 0/121, 46000/56954, lr:0.0005, loss:8.177923
02-05 05:37:56 INFO  epoch 0/121, 48000/56954, lr:0.0005, loss:8.090052
02-05 05:38:05 INFO  epoch 0/121, 50000/56954, lr:0.0005, loss:8.005728
02-05 05:38:16 INFO  epoch 0/121, 52000/56954, lr:0.0005, loss:7.925497
02-05 05:38:28 INFO  epoch 0/121, 54000/56954, lr:0.0005, loss:7.848586
02-05 05:38:39 INFO  epoch 0/121, 56000/56954, lr:0.0005, loss:7.774910
02-05 05:38:45 INFO  epoch 0/121, 56954/56954, lr:0.0005, loss:7.740642
02-05 05:42:38 INFO  epoch 1/121, 2000/56954, lr:0.0004975, loss:5.693791
02-05 05:42:50 INFO  epoch 1/121, 4000/56954, lr:0.0004975, loss:5.665208
02-05 05:43:01 INFO  epoch 1/121, 6000/56954, lr:0.0004975, loss:5.632407
02-05 05:43:13 INFO  epoch 1/121, 8000/56954, lr:0.0004975, loss:5.605266
02-05 05:43:24 INFO  epoch 1/121, 10000/56954, lr:0.0004975, loss:5.573995
02-05 05:43:35 INFO  epoch 1/121, 12000/56954, lr:0.0004975, loss:5.547297
02-05 05:43:47 INFO  epoch 1/121, 14000/56954, lr:0.0004975, loss:5.522394
02-05 05:43:58 INFO  epoch 1/121, 16000/56954, lr:0.0004975, loss:5.496411
02-05 05:44:10 INFO  epoch 1/121, 18000/56954, lr:0.0004975, loss:5.472083
02-05 05:44:21 INFO  epoch 1/121, 20000/56954, lr:0.0004975, loss:5.449497
