02-06 01:48:30 INFO  epoch 0/121, 2000/56954, lr:0.0005, loss:15.095092
02-06 02:05:33 INFO  epoch 3/121, 32000/56954, lr:0.0004925374375, loss:2.601670
02-06 02:05:39 INFO  epoch 3/121, 34000/56954, lr:0.0004925374375, loss:2.598147
02-06 02:05:45 INFO  epoch 3/121, 36000/56954, lr:0.0004925374375, loss:2.594784
02-06 02:05:53 INFO  epoch 3/121, 38000/56954, lr:0.0004925374375, loss:2.591784
02-06 02:05:59 INFO  epoch 3/121, 40000/56954, lr:0.0004925374375, loss:2.588627
02-06 02:06:04 INFO  epoch 3/121, 42000/56954, lr:0.0004925374375, loss:2.585148
02-06 02:06:10 INFO  epoch 3/121, 44000/56954, lr:0.0004925374375, loss:2.581590
02-06 02:06:15 INFO  epoch 3/121, 46000/56954, lr:0.0004925374375, loss:2.578964
02-06 02:06:21 INFO  epoch 3/121, 48000/56954, lr:0.0004925374375, loss:2.575763
02-06 02:06:27 INFO  epoch 3/121, 50000/56954, lr:0.0004925374375, loss:2.572489
02-06 02:06:32 INFO  epoch 3/121, 52000/56954, lr:0.0004925374375, loss:2.569799
02-06 02:06:38 INFO  epoch 3/121, 54000/56954, lr:0.0004925374375, loss:2.566979
02-06 02:06:44 INFO  epoch 3/121, 56000/56954, lr:0.0004925374375, loss:2.564278
02-06 02:06:46 INFO  epoch 3/121, 56954/56954, lr:0.0004925374375, loss:2.562880
02-06 02:07:45 INFO  epoch 4/121, 2000/56954, lr:0.0004900747503125, loss:2.479409
02-06 02:07:51 INFO  epoch 4/121, 4000/56954, lr:0.0004900747503125, loss:2.474183
02-06 02:07:57 INFO  epoch 4/121, 6000/56954, lr:0.0004900747503125, loss:2.470563
02-06 02:08:04 INFO  epoch 4/121, 8000/56954, lr:0.0004900747503125, loss:2.467016
02-06 02:08:10 INFO  epoch 4/121, 10000/56954, lr:0.0004900747503125, loss:2.463537
02-06 02:08:18 INFO  epoch 4/121, 12000/56954, lr:0.0004900747503125, loss:2.461323
02-06 02:08:25 INFO  epoch 4/121, 14000/56954, lr:0.0004900747503125, loss:2.459390
02-06 02:08:31 INFO  epoch 4/121, 16000/56954, lr:0.0004900747503125, loss:2.457872
02-06 02:08:38 INFO  epoch 4/121, 18000/56954, lr:0.0004900747503125, loss:2.454244
02-06 02:08:44 INFO  epoch 4/121, 20000/56954, lr:0.0004900747503125, loss:2.451655
02-06 02:08:50 INFO  epoch 4/121, 22000/56954, lr:0.0004900747503125, loss:2.449443
02-06 02:08:56 INFO  epoch 4/121, 24000/56954, lr:0.0004900747503125, loss:2.447634
02-06 02:09:03 INFO  epoch 4/121, 26000/56954, lr:0.0004900747503125, loss:2.444982
02-06 02:09:09 INFO  epoch 4/121, 28000/56954, lr:0.0004900747503125, loss:2.442167
02-06 02:09:16 INFO  epoch 4/121, 30000/56954, lr:0.0004900747503125, loss:2.440283
02-06 02:09:22 INFO  epoch 4/121, 32000/56954, lr:0.0004900747503125, loss:2.437325
02-06 02:09:28 INFO  epoch 4/121, 34000/56954, lr:0.0004900747503125, loss:2.435295
02-06 02:09:35 INFO  epoch 4/121, 36000/56954, lr:0.0004900747503125, loss:2.433023
02-06 02:09:41 INFO  epoch 4/121, 38000/56954, lr:0.0004900747503125, loss:2.430992
02-06 02:09:47 INFO  epoch 4/121, 40000/56954, lr:0.0004900747503125, loss:2.429065
02-06 02:09:53 INFO  epoch 4/121, 42000/56954, lr:0.0004900747503125, loss:2.426589
02-06 02:10:00 INFO  epoch 4/121, 44000/56954, lr:0.0004900747503125, loss:2.424571
02-06 02:10:07 INFO  epoch 4/121, 46000/56954, lr:0.0004900747503125, loss:2.422262
02-06 02:10:13 INFO  epoch 4/121, 48000/56954, lr:0.0004900747503125, loss:2.420414
02-06 02:10:19 INFO  epoch 4/121, 50000/56954, lr:0.0004900747503125, loss:2.418244
02-06 02:10:26 INFO  epoch 4/121, 52000/56954, lr:0.0004900747503125, loss:2.415913
02-06 02:10:35 INFO  epoch 4/121, 54000/56954, lr:0.0004900747503125, loss:2.414185
02-06 02:10:47 INFO  epoch 4/121, 56000/56954, lr:0.0004900747503125, loss:2.412203
02-06 02:10:52 INFO  epoch 4/121, 56954/56954, lr:0.0004900747503125, loss:2.411122
02-06 02:11:45 INFO  epoch 5/121, 2000/56954, lr:0.0004876243765609375, loss:2.348219
02-06 02:11:56 INFO  epoch 5/121, 4000/56954, lr:0.0004876243765609375, loss:2.343491
02-06 02:12:07 INFO  epoch 5/121, 6000/56954, lr:0.0004876243765609375, loss:2.342021
02-06 02:12:18 INFO  epoch 5/121, 8000/56954, lr:0.0004876243765609375, loss:2.340435
02-06 02:12:29 INFO  epoch 5/121, 10000/56954, lr:0.0004876243765609375, loss:2.338904
02-06 02:12:40 INFO  epoch 5/121, 12000/56954, lr:0.0004876243765609375, loss:2.337419
02-06 02:12:52 INFO  epoch 5/121, 14000/56954, lr:0.0004876243765609375, loss:2.335485
02-06 02:13:03 INFO  epoch 5/121, 16000/56954, lr:0.0004876243765609375, loss:2.334072
02-06 02:13:14 INFO  epoch 5/121, 18000/56954, lr:0.0004876243765609375, loss:2.332657
02-06 02:13:25 INFO  epoch 5/121, 20000/56954, lr:0.0004876243765609375, loss:2.331136
02-06 02:13:36 INFO  epoch 5/121, 22000/56954, lr:0.0004876243765609375, loss:2.329487
02-06 02:13:47 INFO  epoch 5/121, 24000/56954, lr:0.0004876243765609375, loss:2.328447
02-06 02:13:58 INFO  epoch 5/121, 26000/56954, lr:0.0004876243765609375, loss:2.327300
02-06 02:14:10 INFO  epoch 5/121, 28000/56954, lr:0.0004876243765609375, loss:2.325906
02-06 02:14:20 INFO  epoch 5/121, 30000/56954, lr:0.0004876243765609375, loss:2.324061
02-06 02:14:26 INFO  epoch 5/121, 32000/56954, lr:0.0004876243765609375, loss:2.322341
02-06 02:14:33 INFO  epoch 5/121, 34000/56954, lr:0.0004876243765609375, loss:2.321371
02-06 02:14:39 INFO  epoch 5/121, 36000/56954, lr:0.0004876243765609375, loss:2.319618
02-06 02:14:45 INFO  epoch 5/121, 38000/56954, lr:0.0004876243765609375, loss:2.317565
02-06 02:14:52 INFO  epoch 5/121, 40000/56954, lr:0.0004876243765609375, loss:2.315869
02-06 02:14:58 INFO  epoch 5/121, 42000/56954, lr:0.0004876243765609375, loss:2.314234
02-06 02:15:05 INFO  epoch 5/121, 44000/56954, lr:0.0004876243765609375, loss:2.312428
02-06 02:15:11 INFO  epoch 5/121, 46000/56954, lr:0.0004876243765609375, loss:2.310679
02-06 02:15:18 INFO  epoch 5/121, 48000/56954, lr:0.0004876243765609375, loss:2.309076
02-06 02:15:25 INFO  epoch 5/121, 50000/56954, lr:0.0004876243765609375, loss:2.307544
02-06 02:15:31 INFO  epoch 5/121, 52000/56954, lr:0.0004876243765609375, loss:2.306316
02-06 02:15:37 INFO  epoch 5/121, 54000/56954, lr:0.0004876243765609375, loss:2.304357
02-06 02:15:44 INFO  epoch 5/121, 56000/56954, lr:0.0004876243765609375, loss:2.302683
02-06 02:15:47 INFO  epoch 5/121, 56954/56954, lr:0.0004876243765609375, loss:2.302016
02-06 02:16:42 INFO  epoch 6/121, 2000/56954, lr:0.00048518625467813283, loss:2.262370
02-06 02:16:49 INFO  epoch 6/121, 4000/56954, lr:0.00048518625467813283, loss:2.254919
02-06 02:16:55 INFO  epoch 6/121, 6000/56954, lr:0.00048518625467813283, loss:2.253128
02-06 02:17:03 INFO  epoch 6/121, 8000/56954, lr:0.00048518625467813283, loss:2.253234
02-06 02:17:09 INFO  epoch 6/121, 10000/56954, lr:0.00048518625467813283, loss:2.249636
02-06 02:17:16 INFO  epoch 6/121, 12000/56954, lr:0.00048518625467813283, loss:2.247749
02-06 02:17:23 INFO  epoch 6/121, 14000/56954, lr:0.00048518625467813283, loss:2.246666
02-06 02:17:30 INFO  epoch 6/121, 16000/56954, lr:0.00048518625467813283, loss:2.244555
02-06 02:17:36 INFO  epoch 6/121, 18000/56954, lr:0.00048518625467813283, loss:2.242581
02-06 02:17:42 INFO  epoch 6/121, 20000/56954, lr:0.00048518625467813283, loss:2.241827
02-06 02:17:48 INFO  epoch 6/121, 22000/56954, lr:0.00048518625467813283, loss:2.240884
02-06 02:17:54 INFO  epoch 6/121, 24000/56954, lr:0.00048518625467813283, loss:2.239163
02-06 02:18:01 INFO  epoch 6/121, 26000/56954, lr:0.00048518625467813283, loss:2.237786
02-06 02:18:07 INFO  epoch 6/121, 28000/56954, lr:0.00048518625467813283, loss:2.236533
02-06 02:18:14 INFO  epoch 6/121, 30000/56954, lr:0.00048518625467813283, loss:2.235445
02-06 02:18:20 INFO  epoch 6/121, 32000/56954, lr:0.00048518625467813283, loss:2.234134
02-06 02:18:26 INFO  epoch 6/121, 34000/56954, lr:0.00048518625467813283, loss:2.232462
02-06 02:18:33 INFO  epoch 6/121, 36000/56954, lr:0.00048518625467813283, loss:2.231369
02-06 02:18:39 INFO  epoch 6/121, 38000/56954, lr:0.00048518625467813283, loss:2.230258
02-06 02:18:46 INFO  epoch 6/121, 40000/56954, lr:0.00048518625467813283, loss:2.228815
02-06 02:18:52 INFO  epoch 6/121, 42000/56954, lr:0.00048518625467813283, loss:2.227666
02-06 02:18:58 INFO  epoch 6/121, 44000/56954, lr:0.00048518625467813283, loss:2.226499
02-06 02:19:06 INFO  epoch 6/121, 46000/56954, lr:0.00048518625467813283, loss:2.225153
02-06 02:19:13 INFO  epoch 6/121, 48000/56954, lr:0.00048518625467813283, loss:2.223778
02-06 02:19:20 INFO  epoch 6/121, 50000/56954, lr:0.00048518625467813283, loss:2.222633
02-06 02:19:27 INFO  epoch 6/121, 52000/56954, lr:0.00048518625467813283, loss:2.221246
02-06 02:19:33 INFO  epoch 6/121, 54000/56954, lr:0.00048518625467813283, loss:2.220057
02-06 02:19:39 INFO  epoch 6/121, 56000/56954, lr:0.00048518625467813283, loss:2.219038
02-06 02:19:43 INFO  epoch 6/121, 56954/56954, lr:0.00048518625467813283, loss:2.218426
02-06 02:20:38 INFO  epoch 7/121, 2000/56954, lr:0.00048276032340474216, loss:2.180643
02-06 02:20:44 INFO  epoch 7/121, 4000/56954, lr:0.00048276032340474216, loss:2.177721
02-06 02:20:51 INFO  epoch 7/121, 6000/56954, lr:0.00048276032340474216, loss:2.177452
02-06 02:20:57 INFO  epoch 7/121, 8000/56954, lr:0.00048276032340474216, loss:2.175821
02-06 02:21:04 INFO  epoch 7/121, 10000/56954, lr:0.00048276032340474216, loss:2.175045
02-06 02:21:09 INFO  epoch 7/121, 12000/56954, lr:0.00048276032340474216, loss:2.174051
02-06 02:21:15 INFO  epoch 7/121, 14000/56954, lr:0.00048276032340474216, loss:2.173117
02-06 02:21:21 INFO  epoch 7/121, 16000/56954, lr:0.00048276032340474216, loss:2.171733
02-06 02:21:27 INFO  epoch 7/121, 18000/56954, lr:0.00048276032340474216, loss:2.171220
02-06 02:21:33 INFO  epoch 7/121, 20000/56954, lr:0.00048276032340474216, loss:2.169328
02-06 02:21:39 INFO  epoch 7/121, 22000/56954, lr:0.00048276032340474216, loss:2.168734
02-06 02:21:46 INFO  epoch 7/121, 24000/56954, lr:0.00048276032340474216, loss:2.167547
02-06 02:21:53 INFO  epoch 7/121, 26000/56954, lr:0.00048276032340474216, loss:2.166507
02-06 02:21:59 INFO  epoch 7/121, 28000/56954, lr:0.00048276032340474216, loss:2.165448
02-06 02:22:06 INFO  epoch 7/121, 30000/56954, lr:0.00048276032340474216, loss:2.164394
02-06 02:22:12 INFO  epoch 7/121, 32000/56954, lr:0.00048276032340474216, loss:2.162873
02-06 02:22:18 INFO  epoch 7/121, 34000/56954, lr:0.00048276032340474216, loss:2.161763
02-06 02:22:25 INFO  epoch 7/121, 36000/56954, lr:0.00048276032340474216, loss:2.160818
02-06 02:22:31 INFO  epoch 7/121, 38000/56954, lr:0.00048276032340474216, loss:2.159724
02-06 02:22:37 INFO  epoch 7/121, 40000/56954, lr:0.00048276032340474216, loss:2.158807
02-06 02:22:43 INFO  epoch 7/121, 42000/56954, lr:0.00048276032340474216, loss:2.157960
02-06 02:22:49 INFO  epoch 7/121, 44000/56954, lr:0.00048276032340474216, loss:2.156531
02-06 02:22:56 INFO  epoch 7/121, 46000/56954, lr:0.00048276032340474216, loss:2.155536
02-06 02:23:03 INFO  epoch 7/121, 48000/56954, lr:0.00048276032340474216, loss:2.154866
02-06 02:23:11 INFO  epoch 7/121, 50000/56954, lr:0.00048276032340474216, loss:2.153983
02-06 02:23:18 INFO  epoch 7/121, 52000/56954, lr:0.00048276032340474216, loss:2.152809
02-06 02:23:25 INFO  epoch 7/121, 54000/56954, lr:0.00048276032340474216, loss:2.152006
02-06 02:23:32 INFO  epoch 7/121, 56000/56954, lr:0.00048276032340474216, loss:2.150653
02-06 02:23:35 INFO  epoch 7/121, 56954/56954, lr:0.00048276032340474216, loss:2.150250
02-06 02:24:32 INFO  epoch 8/121, 2000/56954, lr:0.00048034652178771843, loss:2.113121
02-06 02:24:39 INFO  epoch 8/121, 4000/56954, lr:0.00048034652178771843, loss:2.115481
02-06 02:24:46 INFO  epoch 8/121, 6000/56954, lr:0.00048034652178771843, loss:2.114217
02-06 02:24:52 INFO  epoch 8/121, 8000/56954, lr:0.00048034652178771843, loss:2.113433
02-06 02:24:59 INFO  epoch 8/121, 10000/56954, lr:0.00048034652178771843, loss:2.114058
02-06 02:25:06 INFO  epoch 8/121, 12000/56954, lr:0.00048034652178771843, loss:2.112963
02-06 02:25:12 INFO  epoch 8/121, 14000/56954, lr:0.00048034652178771843, loss:2.112360
02-06 02:25:19 INFO  epoch 8/121, 16000/56954, lr:0.00048034652178771843, loss:2.111172
02-06 02:25:26 INFO  epoch 8/121, 18000/56954, lr:0.00048034652178771843, loss:2.109673
02-06 02:25:33 INFO  epoch 8/121, 20000/56954, lr:0.00048034652178771843, loss:2.109155
02-06 02:25:39 INFO  epoch 8/121, 22000/56954, lr:0.00048034652178771843, loss:2.109137
02-06 02:25:47 INFO  epoch 8/121, 24000/56954, lr:0.00048034652178771843, loss:2.108241
02-06 02:25:54 INFO  epoch 8/121, 26000/56954, lr:0.00048034652178771843, loss:2.107292
02-06 02:26:00 INFO  epoch 8/121, 28000/56954, lr:0.00048034652178771843, loss:2.106683
02-06 02:26:06 INFO  epoch 8/121, 30000/56954, lr:0.00048034652178771843, loss:2.105615
02-06 02:26:13 INFO  epoch 8/121, 32000/56954, lr:0.00048034652178771843, loss:2.105207
02-06 02:26:19 INFO  epoch 8/121, 34000/56954, lr:0.00048034652178771843, loss:2.104096
02-06 02:26:26 INFO  epoch 8/121, 36000/56954, lr:0.00048034652178771843, loss:2.103274
02-06 02:26:32 INFO  epoch 8/121, 38000/56954, lr:0.00048034652178771843, loss:2.102530
02-06 02:26:39 INFO  epoch 8/121, 40000/56954, lr:0.00048034652178771843, loss:2.101476
02-06 02:26:45 INFO  epoch 8/121, 42000/56954, lr:0.00048034652178771843, loss:2.100524
02-06 02:26:52 INFO  epoch 8/121, 44000/56954, lr:0.00048034652178771843, loss:2.099421
02-06 02:26:58 INFO  epoch 8/121, 46000/56954, lr:0.00048034652178771843, loss:2.099062
02-06 02:27:05 INFO  epoch 8/121, 48000/56954, lr:0.00048034652178771843, loss:2.098091
02-06 02:27:11 INFO  epoch 8/121, 50000/56954, lr:0.00048034652178771843, loss:2.097331
02-06 02:27:17 INFO  epoch 8/121, 52000/56954, lr:0.00048034652178771843, loss:2.096421
02-06 02:27:23 INFO  epoch 8/121, 54000/56954, lr:0.00048034652178771843, loss:2.095510
02-06 02:27:30 INFO  epoch 8/121, 56000/56954, lr:0.00048034652178771843, loss:2.094602
02-06 02:27:33 INFO  epoch 8/121, 56954/56954, lr:0.00048034652178771843, loss:2.094048
02-06 02:28:29 INFO  epoch 9/121, 2000/56954, lr:0.00047794478917877984, loss:2.071767
02-06 02:28:36 INFO  epoch 9/121, 4000/56954, lr:0.00047794478917877984, loss:2.067742
02-06 02:28:41 INFO  epoch 9/121, 6000/56954, lr:0.00047794478917877984, loss:2.067431
02-06 02:28:47 INFO  epoch 9/121, 8000/56954, lr:0.00047794478917877984, loss:2.065522
02-06 02:28:53 INFO  epoch 9/121, 10000/56954, lr:0.00047794478917877984, loss:2.065259
02-06 02:28:58 INFO  epoch 9/121, 12000/56954, lr:0.00047794478917877984, loss:2.064269
02-06 02:29:04 INFO  epoch 9/121, 14000/56954, lr:0.00047794478917877984, loss:2.063692
02-06 02:29:10 INFO  epoch 9/121, 16000/56954, lr:0.00047794478917877984, loss:2.062652
02-06 02:29:16 INFO  epoch 9/121, 18000/56954, lr:0.00047794478917877984, loss:2.060892
02-06 02:29:22 INFO  epoch 9/121, 20000/56954, lr:0.00047794478917877984, loss:2.060456
02-06 02:29:28 INFO  epoch 9/121, 22000/56954, lr:0.00047794478917877984, loss:2.060273
02-06 02:29:34 INFO  epoch 9/121, 24000/56954, lr:0.00047794478917877984, loss:2.059405
02-06 02:29:40 INFO  epoch 9/121, 26000/56954, lr:0.00047794478917877984, loss:2.058656
02-06 02:29:47 INFO  epoch 9/121, 28000/56954, lr:0.00047794478917877984, loss:2.057801
02-06 02:29:54 INFO  epoch 9/121, 30000/56954, lr:0.00047794478917877984, loss:2.057145
02-06 02:30:01 INFO  epoch 9/121, 32000/56954, lr:0.00047794478917877984, loss:2.056405
02-06 02:30:08 INFO  epoch 9/121, 34000/56954, lr:0.00047794478917877984, loss:2.055537
02-06 02:30:14 INFO  epoch 9/121, 36000/56954, lr:0.00047794478917877984, loss:2.054936
02-06 02:30:20 INFO  epoch 9/121, 38000/56954, lr:0.00047794478917877984, loss:2.054140
02-06 02:30:26 INFO  epoch 9/121, 40000/56954, lr:0.00047794478917877984, loss:2.053579
02-06 02:30:32 INFO  epoch 9/121, 42000/56954, lr:0.00047794478917877984, loss:2.053136
02-06 02:30:39 INFO  epoch 9/121, 44000/56954, lr:0.00047794478917877984, loss:2.052291
02-06 02:30:45 INFO  epoch 9/121, 46000/56954, lr:0.00047794478917877984, loss:2.051532
02-06 02:30:52 INFO  epoch 9/121, 48000/56954, lr:0.00047794478917877984, loss:2.050686
02-06 02:30:58 INFO  epoch 9/121, 50000/56954, lr:0.00047794478917877984, loss:2.049808
02-06 02:31:05 INFO  epoch 9/121, 52000/56954, lr:0.00047794478917877984, loss:2.049164
